HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,WA (NR),WA (R),Short Description
E2216,UE,KU,D,IN,50.51,42.93,50.51,0,Foam filled propulsion tire
E2217,NU,,D,IN,0,0,49.32,56.86,Foam filled caster tire each
E2217,NU,KU,D,IN,59.62,50.68,59.62,0,Foam filled caster tire each
E2217,RR,,D,IN,0,0,4.93,6.07,Foam filled caster tire each
E2217,RR,KU,D,IN,6.73,5.72,6.73,0,Foam filled caster tire each
E2217,UE,,D,IN,0,0,36.99,42.65,Foam filled caster tire each
E2217,UE,KU,D,IN,44.72,38.01,44.72,0,Foam filled caster tire each
E2218,NU,,D,IN,0,0,55.73,64.25,Foam propulsion tire each
E2218,NU,KU,D,IN,67.4,57.29,67.4,0,Foam propulsion tire each
E2218,RR,,D,IN,0,0,5.57,6.86,Foam propulsion tire each
E2218,RR,KU,D,IN,7.65,6.5,7.65,0,Foam propulsion tire each
E2218,UE,,D,IN,0,0,41.8,48.19,Foam propulsion tire each
E2218,UE,KU,D,IN,50.51,42.93,50.51,0,Foam propulsion tire each
E2219,NU,,D,IN,0,0,49.32,56.86,Foam caster tire any size ea
E2219,NU,KU,D,IN,59.62,50.68,59.62,0,Foam caster tire any size ea
E2219,RR,,D,IN,0,0,4.93,6.07,Foam caster tire any size ea
E2219,RR,KU,D,IN,6.73,5.72,6.73,0,Foam caster tire any size ea
E2219,UE,,D,IN,0,0,36.99,42.65,Foam caster tire any size ea
E2219,UE,KU,D,IN,44.72,38.01,44.72,0,Foam caster tire any size ea
E2220,NU,,D,IN,0,0,34.08,39.8,"Solid propuls tire, repl, ea"
E2220,NU,KU,D,IN,40.67,34.57,40.67,0,"Solid propuls tire, repl, ea"
E2220,RR,,D,IN,0,0,3.34,3.34,"Solid propuls tire, repl, ea"
E2220,RR,KU,D,IN,3.93,3.34,3.34,0,"Solid propuls tire, repl, ea"
E2220,UE,,D,IN,0,0,25.56,30.15,"Solid propuls tire, repl, ea"
E2220,UE,KU,D,IN,31.09,26.43,31.09,0,"Solid propuls tire, repl, ea"
E2221,NU,,D,IN,0,0,30.52,35.96,"Solid caster tire repl, each"
E2221,NU,KU,D,IN,36.41,30.95,36.41,0,"Solid caster tire repl, each"
E2221,RR,,D,IN,0,0,3.05,3.62,"Solid caster tire repl, each"
E2221,RR,KU,D,IN,3.69,3.14,3.69,0,"Solid caster tire repl, each"
E2221,UE,,D,IN,0,0,22.89,26.97,"Solid caster tire repl, each"
E2221,UE,KU,D,IN,27.32,23.22,27.32,0,"Solid caster tire repl, each"
E2222,NU,,D,IN,0,0,25.43,29.84,"Solid caster integ whl, repl"
E2222,NU,KU,D,IN,30.03,25.53,30.03,0,"Solid caster integ whl, repl"
E2222,RR,,D,IN,0,0,2.54,2.97,"Solid caster integ whl, repl"
E2222,RR,KU,D,IN,2.96,2.52,2.96,0,"Solid caster integ whl, repl"
E2222,UE,,D,IN,0,0,19.07,22.39,"Solid caster integ whl, repl"
E2222,UE,KU,D,IN,22.53,19.15,22.53,0,"Solid caster integ whl, repl"
E2224,NU,,D,IN,0,0,104.34,118.78,Propulsion whl excl tire rep
E2224,NU,KU,D,IN,139.75,118.79,118.79,0,Propulsion whl excl tire rep
E2224,RR,,D,IN,0,0,10.43,13.63,Propulsion whl excl tire rep
E2224,RR,KU,D,IN,14.68,12.48,14.68,0,Propulsion whl excl tire rep
E2224,UE,,D,IN,0,0,78.26,89.09,Propulsion whl excl tire rep
E2224,UE,KU,D,IN,104.82,89.1,89.1,0,Propulsion whl excl tire rep
E2225,NU,,D,IN,0,0,21.68,24.81,Caster wheel excludes tire
E2225,NU,KU,D,IN,24.79,21.07,24.79,0,Caster wheel excludes tire
E2225,RR,,D,IN,0,0,2.17,2.48,Caster wheel excludes tire
E2225,RR,KU,D,IN,2.46,2.09,2.46,0,Caster wheel excludes tire
E2225,UE,,D,IN,0,0,16.26,18.58,Caster wheel excludes tire
E2225,UE,KU,D,IN,18.58,15.79,18.58,0,Caster wheel excludes tire
E2226,NU,,D,IN,0,0,45.21,53.26,Caster fork replacement only
E2226,NU,KU,D,IN,54.06,45.95,54.06,0,Caster fork replacement only
E2226,RR,,D,IN,0,0,4.52,5.33,Caster fork replacement only
E2226,RR,KU,D,IN,5.41,4.6,5.41,0,Caster fork replacement only
E2226,UE,,D,IN,0,0,33.91,39.95,Caster fork replacement only
E2226,UE,KU,D,IN,40.56,34.48,40.56,0,Caster fork replacement only
E2227,RR,,D,CR,266.62,226.63,266.62,0,Gear reduction drive wheel
E2228,RR,,D,CR,0,0,110.88,130.21,"Mwc acc, wheelchair brake"
E2228,RR,KU,D,CR,133.42,113.41,133.42,0,"Mwc acc, wheelchair brake"
E2231,NU,,D,IN,0,0,162.65,202.27,Solid seat support base
E2231,NU,KU,D,IN,219,186.15,219,0,Solid seat support base
E2231,RR,,D,IN,0,0,16.26,20.23,Solid seat support base
E2231,RR,KU,D,IN,21.91,18.62,21.91,0,Solid seat support base
E2231,UE,,D,IN,0,0,121.99,151.7,Solid seat support base
E2231,UE,KU,D,IN,164.23,139.6,164.23,0,Solid seat support base
E2298,RR,,D,CR,210.34,178.79,210.34,0,Pwr seat elev sys for crt
E2310,RR,,D,CR,0,0,135.7,139.71,Electro connect btw control
E2310,RR,KE,D,CR,0,0,0,150.13,Electro connect btw control
E2310,RR,KU,D,CR,143.71,122.15,143.71,0,Electro connect btw control
E2311,RR,,D,CR,0,0,273.84,282.43,Electro connect btw 2 sys
E2311,RR,KE,D,CR,0,0,0,303.53,Electro connect btw 2 sys
E2311,RR,KU,D,CR,291.03,247.38,291.03,0,Electro connect btw 2 sys
E2312,RR,,D,CR,287.39,244.28,287.39,0,Mini-prop remote joystick
E2312,RR,KC,D,CR,366.55,311.57,366.55,0,Mini-prop remote joystick
E2313,RR,,D,CR,45.67,38.82,45.67,0,"Pwc harness, expand control"
E2321,RR,,D,CR,0,0,184.38,189.8,Hand interface joystick
E2321,RR,KC,D,CR,0,0,300.33,309.15,Hand interface joystick
E2321,RR,KE,D,CR,0,0,0,203.95,Hand interface joystick
E2321,RR,KU,D,CR,317.99,270.29,317.99,0,Hand interface joystick
E2322,RR,,D,CR,0,0,173.22,173.22,Mult mech switches
E2322,RR,KC,D,CR,0,0,336.71,336.71,Mult mech switches
E2322,RR,KE,D,CR,0,0,0,186.27,Mult mech switches
E2322,RR,KU,D,CR,336.72,286.21,336.72,0,Mult mech switches
E2323,NU,,D,IN,0,0,84.91,84.94,Special joystick handle
E2323,NU,KE,D,IN,0,0,0,91.1,Special joystick handle
E2323,NU,KU,D,IN,84.97,72.22,84.97,0,Special joystick handle
E2323,RR,,D,IN,0,0,8.49,8.49,Special joystick handle
E2323,RR,KE,D,IN,0,0,0,9.1,Special joystick handle
E2323,RR,KU,D,IN,8.47,7.2,8.47,0,Special joystick handle
E2323,UE,,D,IN,0,0,63.69,63.69,Special joystick handle
E2323,UE,KE,D,IN,0,0,0,68.31,Special joystick handle
E2323,UE,KU,D,IN,63.7,54.15,63.7,0,Special joystick handle
E2324,NU,,D,IN,0,0,53.82,53.82,Chin cup interface
E2324,NU,KE,D,IN,0,0,0,58.07,Chin cup interface
E2324,NU,KU,D,IN,53.83,45.76,53.83,0,Chin cup interface
E2324,RR,,D,IN,0,0,5.35,5.35,Chin cup interface
E2324,RR,KE,D,IN,0,0,0,5.78,Chin cup interface
E2324,RR,KU,D,IN,5.36,4.56,5.36,0,Chin cup interface
E2324,UE,,D,IN,0,0,40.37,40.37,Chin cup interface
E2324,UE,KE,D,IN,0,0,0,43.55,Chin cup interface
E2324,UE,KU,D,IN,40.36,34.31,40.36,0,Chin cup interface
E2325,RR,,D,CR,0,0,165.45,165.45,Sip and puff interface
E2325,RR,KE,D,CR,0,0,0,177.97,Sip and puff interface
E2325,RR,KU,D,CR,165.44,140.62,165.44,0,Sip and puff interface
E2326,RR,,D,CR,0,0,42.65,42.65,Breath tube kit
E2326,RR,KE,D,CR,0,0,0,46.02,Breath tube kit
E2326,RR,KU,D,CR,42.67,36.27,42.67,0,Breath tube kit
E2327,RR,,D,CR,0,0,320.87,320.87,Head control interface mech
E2327,RR,KC,D,CR,0,0,487.49,487.49,Head control interface mech
E2327,RR,KE,D,CR,0,0,0,346.18,Head control interface mech
E2327,RR,KU,D,CR,487.5,414.38,487.5,0,Head control interface mech
E2328,RR,,D,CR,0,0,608.66,608.66,Head/extremity control inter
E2328,RR,KE,D,CR,0,0,0,655.81,Head/extremity control inter
E2328,RR,KU,D,CR,608.69,517.39,608.69,0,Head/extremity control inter
E2329,RR,,D,CR,0,0,216.94,216.94,Head control nonproportional
E2329,RR,KE,D,CR,0,0,0,234.05,Head control nonproportional
E2329,RR,KU,D,CR,216.92,184.38,216.92,0,Head control nonproportional
E2330,RR,,D,CR,0,0,420.33,420.33,Head control proximity switc
E2330,RR,KE,D,CR,0,0,0,453.49,Head control proximity switc
E2330,RR,KU,D,CR,420.33,357.28,420.33,0,Head control proximity switc
E2340,NU,,D,IN,510.69,434.09,510.69,0,W/c wdth 20-23 in seat frame
E2340,RR,,D,IN,51.09,43.43,51.09,0,W/c wdth 20-23 in seat frame
E2340,UE,,D,IN,383.07,325.61,383.07,0,W/c wdth 20-23 in seat frame
E2341,NU,,D,IN,766.12,651.2,766.12,0,W/c wdth 24-27 in seat frame
E2341,RR,,D,IN,76.6,65.11,76.6,0,W/c wdth 24-27 in seat frame
E2341,UE,,D,IN,574.62,488.43,574.62,0,W/c wdth 24-27 in seat frame
E2342,NU,,D,IN,638.45,542.68,638.45,0,W/c dpth 20-21 in seat frame
E2342,RR,,D,IN,63.84,54.26,63.84,0,W/c dpth 20-21 in seat frame
E2342,UE,,D,IN,478.84,407.01,478.84,0,W/c dpth 20-21 in seat frame
E2343,NU,,D,IN,1021.52,868.29,1021.52,0,W/c dpth 22-25 in seat frame
E2343,RR,,D,IN,102.14,86.82,102.14,0,W/c dpth 22-25 in seat frame
E2343,UE,,D,IN,766.12,651.2,766.12,0,W/c dpth 22-25 in seat frame
E2351,NU,,D,IN,0,0,858.45,858.45,Electronic sgd interface
E2351,NU,KE,D,IN,0,0,0,926.17,Electronic sgd interface
E2351,NU,KU,D,IN,858.16,729.44,858.16,0,Electronic sgd interface
E2351,RR,,D,IN,0,0,85.85,85.85,Electronic sgd interface
E2351,RR,KE,D,IN,0,0,0,92.62,Electronic sgd interface
E2351,RR,KU,D,IN,85.84,72.96,85.84,0,Electronic sgd interface
E2351,UE,,D,IN,0,0,643.84,643.84,Electronic sgd interface
E2351,UE,KE,D,IN,0,0,0,694.63,Electronic sgd interface
E2351,UE,KU,D,IN,643.59,547.05,643.59,0,Electronic sgd interface
E2359,NU,,D,IN,0,0,205.11,235.84,Gr34 sealed leadacid battery
E2359,NU,KU,D,IN,248.18,210.95,248.18,0,Gr34 sealed leadacid battery
E2359,RR,,D,IN,0,0,20.51,23.59,Gr34 sealed leadacid battery
E2359,RR,KU,D,IN,24.81,21.09,24.81,0,Gr34 sealed leadacid battery
E2359,UE,,D,IN,0,0,153.83,176.87,Gr34 sealed leadacid battery
E2359,UE,KU,D,IN,186.11,158.19,186.11,0,Gr34 sealed leadacid battery
E2360,NU,,D,IN,0,0,148.82,148.82,22nf nonsealed leadacid
E2360,NU,KU,D,IN,160.11,136.09,148.83,0,22nf nonsealed leadacid
E2360,RR,,D,IN,0,0,13.67,13.67,22nf nonsealed leadacid
E2360,RR,KU,D,IN,16.1,13.69,13.69,0,22nf nonsealed leadacid
E2360,UE,,D,IN,0,0,111.67,111.67,22nf nonsealed leadacid
E2360,UE,KU,D,IN,120.06,102.05,111.67,0,22nf nonsealed leadacid
E2361,NU,,D,IN,0,0,137.6,162.72,22nf sealed leadacid battery
E2361,NU,KE,D,IN,0,0,0,175.14,22nf sealed leadacid battery
E2361,NU,KU,D,IN,171.33,145.63,171.33,0,22nf sealed leadacid battery
E2361,RR,,D,IN,0,0,13.76,16.27,22nf sealed leadacid battery
E2361,RR,KE,D,IN,0,0,0,17.51,22nf sealed leadacid battery
E2361,RR,KU,D,IN,17.13,14.56,17.13,0,22nf sealed leadacid battery
E2361,UE,,D,IN,0,0,103.2,122.06,22nf sealed leadacid battery
E2361,UE,KE,D,IN,0,0,0,131.38,22nf sealed leadacid battery
E2361,UE,KU,D,IN,128.5,109.23,128.5,0,22nf sealed leadacid battery
E2362,NU,,D,IN,0,0,131.09,131.09,Gr24 nonsealed leadacid
E2362,NU,KU,D,IN,131.08,111.42,131.08,0,Gr24 nonsealed leadacid
E2362,RR,,D,IN,0,0,13.11,13.11,Gr24 nonsealed leadacid
E2362,RR,KU,D,IN,13.12,11.15,13.12,0,Gr24 nonsealed leadacid
E2362,UE,,D,IN,0,0,98.31,98.31,Gr24 nonsealed leadacid
E2362,UE,KU,D,IN,98.29,83.55,98.29,0,Gr24 nonsealed leadacid
E2363,NU,,D,IN,0,0,176.57,211.67,Gr24 sealed leadacid battery
E2363,NU,KE,D,IN,0,0,0,228.23,Gr24 sealed leadacid battery
E2363,NU,KU,D,IN,228.47,194.2,228.47,0,Gr24 sealed leadacid battery
E2363,RR,,D,IN,0,0,17.66,21.16,Gr24 sealed leadacid battery
E2363,RR,KE,D,IN,0,0,0,22.82,Gr24 sealed leadacid battery
E2363,RR,KU,D,IN,22.84,19.41,22.84,0,Gr24 sealed leadacid battery
E2363,UE,,D,IN,0,0,132.43,158.74,Gr24 sealed leadacid battery
E2363,UE,KE,D,IN,0,0,0,171.17,Gr24 sealed leadacid battery
E2363,UE,KU,D,IN,171.36,145.66,171.36,0,Gr24 sealed leadacid battery
E2364,NU,,D,IN,0,0,148.82,148.82,U1nonsealed leadacid battery
E2364,NU,KU,D,IN,160.11,136.09,148.83,0,U1nonsealed leadacid battery
E2364,RR,,D,IN,0,0,13.67,13.67,U1nonsealed leadacid battery
E2364,RR,KU,D,IN,16.1,13.69,13.69,0,U1nonsealed leadacid battery
E2364,UE,,D,IN,0,0,111.67,111.67,U1nonsealed leadacid battery
E2364,UE,KU,D,IN,120.06,102.05,111.67,0,U1nonsealed leadacid battery
E2365,NU,,D,IN,0,0,92.04,120.26,U1 sealed leadacid battery
E2365,NU,KE,D,IN,0,0,0,130.25,U1 sealed leadacid battery
E2365,NU,KU,D,IN,137.77,117.1,137.77,0,U1 sealed leadacid battery
E2365,RR,,D,IN,0,0,9.21,12.02,U1 sealed leadacid battery
E2365,RR,KE,D,IN,0,0,0,13.02,U1 sealed leadacid battery
E2365,RR,KU,D,IN,13.76,11.7,13.76,0,U1 sealed leadacid battery
E2365,UE,,D,IN,0,0,69.03,90.22,U1 sealed leadacid battery
E2365,UE,KE,D,IN,0,0,0,97.71,U1 sealed leadacid battery
E2365,UE,KU,D,IN,103.39,87.88,103.39,0,U1 sealed leadacid battery
E2366,NU,,D,IN,0,0,199.43,266.7,"Battery charger, single mode"
E2366,NU,KE,D,IN,0,0,0,290.18,"Battery charger, single mode"
E2366,NU,KU,D,IN,323.81,275.24,323.81,0,"Battery charger, single mode"
E2366,RR,,D,IN,0,0,19.94,26.72,"Battery charger, single mode"
E2366,RR,KE,D,IN,0,0,0,29.07,"Battery charger, single mode"
E2366,RR,KU,D,IN,32.49,27.62,32.49,0,"Battery charger, single mode"
E2366,UE,,D,IN,0,0,149.58,200.03,"Battery charger, single mode"
E2366,UE,KE,D,IN,0,0,0,217.64,"Battery charger, single mode"
E2366,UE,KU,D,IN,242.88,206.45,242.88,0,"Battery charger, single mode"
E2367,NU,,D,IN,0,0,502.33,509.4,"Battery charger, dual mode"
E2367,NU,KE,D,IN,0,0,0,546.72,"Battery charger, dual mode"
E2367,NU,KU,D,IN,514.76,437.55,514.76,0,"Battery charger, dual mode"
E2367,RR,,D,IN,0,0,50.23,50.94,"Battery charger, dual mode"
E2367,RR,KE,D,IN,0,0,0,54.67,"Battery charger, dual mode"
E2367,RR,KU,D,IN,51.45,43.73,51.45,0,"Battery charger, dual mode"
E2367,UE,,D,IN,0,0,376.75,382.05,"Battery charger, dual mode"
E2367,UE,KE,D,IN,0,0,0,410.05,"Battery charger, dual mode"
E2367,UE,KU,D,IN,386.09,328.18,386.09,0,"Battery charger, dual mode"
E2368,RR,,D,CR,0,0,48.59,59.09,Pwr wc drivewheel motor repl
E2368,RR,KE,D,CR,0,0,0,63.69,Pwr wc drivewheel motor repl
E2368,RR,KU,D,CR,63.44,53.92,63.44,0,Pwr wc drivewheel motor repl
E2369,RR,,D,CR,0,0,45.92,53.56,Pwr wc drivewheel gear repl
E2369,RR,KE,D,CR,0,0,0,57.57,Pwr wc drivewheel gear repl
E2369,RR,KU,D,CR,55.28,46.99,55.28,0,Pwr wc drivewheel gear repl
E2370,RR,,D,CR,0,0,63.15,84.8,Pwr wc dr wh motor/gear comb
E2370,RR,KE,D,CR,0,0,0,91.95,Pwr wc dr wh motor/gear comb
E2370,RR,KU,D,CR,98.63,83.84,98.63,0,Pwr wc dr wh motor/gear comb
E2371,NU,,D,IN,0,0,161.3,185.16,Gr27 sealed leadacid battery
E2371,NU,KE,D,IN,0,0,0,199.53,Gr27 sealed leadacid battery
E2371,NU,KU,D,IN,185.15,157.38,185.15,0,Gr27 sealed leadacid battery
E2371,RR,,D,IN,0,0,16.13,18.53,Gr27 sealed leadacid battery
E2371,RR,KE,D,IN,0,0,0,19.96,Gr27 sealed leadacid battery
E2371,RR,KU,D,IN,18.52,15.74,18.52,0,Gr27 sealed leadacid battery
E2371,UE,,D,IN,0,0,120.97,138.89,Gr27 sealed leadacid battery
E2371,UE,KE,D,IN,0,0,0,149.65,Gr27 sealed leadacid battery
E2371,UE,KU,D,IN,138.88,118.05,138.88,0,Gr27 sealed leadacid battery
E2372,NU,,D,IN,0,0,0,0,Gr27 non-sealed leadacid
E2372,RR,,D,IN,0,0,0,0,Gr27 non-sealed leadacid
E2372,UE,,D,IN,0,0,0,0,Gr27 non-sealed leadacid
E2373,RR,,D,CR,0,0,98.86,99.51,Hand/chin ctrl spec joystick
E2373,RR,KC,D,CR,0,0,152.55,153.56,Hand/chin ctrl spec joystick
E2373,RR,KE,D,CR,0,0,0,106.77,Hand/chin ctrl spec joystick
E2373,RR,KU,D,CR,154.56,131.38,154.56,0,Hand/chin ctrl spec joystick
E2374,RR,,D,CR,0,0,62.53,64.07,Hand/chin ctrl std joystick
